"Borough.Code","Block.Number","Lot.Number","Tax.Year","Owner.Name","Property.Address","Granted.Reduction.Amount","Tax.Class.Code","FULLVAL","tax_saved","percent_red","boroughs"
1,1341,1649,2018,"VIJAY K. BATTU","100 UNITED NATIONS PL",19938,"2",922663,2514.58056,0.0216091899209137,"Manhattan"
1,1217,6,2018,"151-161 OWNERS CORP.","161 WEST 86 STREET",448850,"2",13605000,56608.962,0.0329915472252848,"Manhattan"
4,5328,15,2018,"155-17 SANFORD OWNERS","155-17 SANFORD AVENUE",332200,"2",4516000,41897.064,0.0735606731620903,"Queens"
1,527,57,2018,"50 CARMINE STREET, L.","50 CARMINE STREET",253400,"2",4952000,31958.808,0.0511712439418417,"Manhattan"
4,9337,44,2018,"GI-ANNA LLC","129-07 89 AVENUE",8100,"4",303000,851.634,0.0267326732673267,"Queens"
3,8675,35,2018,"523 BRIGHTON LLC","523 BRIGHTON BEACH AV",57200,"4",1016000,6014.008,0.0562992125984252,"Brooklyn"
1,618,1006,2018,"SEQUOIA CONDOMINIUM","222 WEST 14 STREET",10786,"2",215162,1360.33032,0.0501296697372213,"Manhattan"
1,856,1101,2018,"225 5TH AVENUE (NY),","225 5 AVENUE",1123530,"4",22324500,118127.9442,0.0503272189746691,"Manhattan"
2,5431,27,2018,"JOANNE REALTY CORP","3665 EAST TREMONT AVE",81550,"4",1066000,8574.167,0.0765009380863039,"Bronx"
3,5951,31,2018,"PETROS REALTY OWNERS,","462 76 STREET",68200,"2",1396000,8601.384,0.0488538681948424,"Brooklyn"
1,1565,35,2018,"CHARLES ALPERT","430 EAST 86 STREET",1278100,"2",44618000,161193.972,0.0286453897530145,"Manhattan"
1,1398,1303,2018,"139 EAST 63RD STREET,","139 EAST 63 STREET",2125050,"2",31389000,268011.306,0.0677004683169263,"Manhattan"
3,1480,42,2018,"TEAM HENDEL PRODUCTS","1392 BROADWAY",13950,"4",165000,1466.703,0.0845454545454545,"Brooklyn"
3,5601,1,2018,"BROADVIEW ASSOCIATION","4313 9 AVENUE",138850,"2",2753000,17511.762,0.0504358881220487,"Brooklyn"
4,9281,9,2018,"H&P REALTY CO.","HILLSIDE AVENUE",26200,"4",236000,2754.668,0.111016949152542,"Queens"
1,1242,9055,2018,"RELATED BROADWAY DEVE","2527 BROADWAY",503950,"2",80211000,63558.174,0.00628280410417524,"Manhattan"
1,836,43,2018,"RONBET 366 LLC","366 5 AVENUE",2057050,"4",48349000,216278.237,0.0425458644439389,"Manhattan"
4,4973,1002,2018,"OFS-HP LLC","133-42 39 AVENUE",1210520,"4",32410124,127274.0728,0.0373500576548242,"Queens"
1,16,3002,2018,"THE SOUNDINGS","280 RECTOR PLACE",4374,"2",242974,551.64888,0.0180019261320141,"Manhattan"
3,434,32,2018,"PERSAM SACKETT LLC","654 SACKETT STREET",50900,"4",590000,5351.626,0.086271186440678,"Brooklyn"
2,2340,372,2018,"RIDER REALTY LLC","303 RIDER AVENUE",41550,"4",509000,4368.567,0.0816306483300589,"Bronx"
4,438,45,2018,"LONG CITY PROPERTIES","21-44 44 ROAD",183900,"4",3142000,19335.246,0.0585295989815404,"Queens"
4,14048,67,2018,"D & A HOWARD BEACH LL","161-02 CROSS BAY BOUL",185700,"4",1446000,19524.498,0.128423236514523,"Queens"
1,1018,1001,2018,"STARWOOD HOTELS & RES","1567 BROADWAY",11373100,"4",168490000,1195767.734,0.0675001483767583,"Manhattan"
4,9621,28,2018,"MICHAEL BUTLER AND MO","134-11 KEW GARDENS RO",16050,"4",1469000,1687.497,0.010925799863853,"Queens"
2,4318,1,2018,"62 HC LLC","2140 WHITE PLAINS ROA",238650,"4",3697000,25091.661,0.0645523397349202,"Bronx"
1,837,67,2018,"EXECUTIVE LESOLEIL NE","38 WEST 36 STREET",0,"4",36340000,0,0,"Manhattan"
3,633,17,2018,"TRISTATE 18TH STREET","132 18 STREET",9850,"4",333000,1035.629,0.0295795795795796,"Brooklyn"
1,1043,1201,2018,"THE LUMIERE CONDOMINI","350 WEST 53 STREET",29981,"2",445980,3781.20372,0.0672249876676084,"Manhattan"
1,72,1002,2018,"THE SHIP'S CHANDLERY","170 JOHN STREET",6136,"2",181529,773.87232,0.033801761701987,"Manhattan"
4,3207,21,2018,"98-31 REALTY LLC","98-31 METROPOLITAN AV",67450,"4",861000,7091.693,0.0783391405342625,"Queens"
4,3701,18,2018,"SIXTY SEVENTH STREET","72-15 67 STREET",222050,"2",1549000,28004.946,0.143350548741123,"Queens"
1,645,39,2018,"402-04 WEST 13TH STRE","402 WEST 13 STREET",270950,"4",8691000,28487.683,0.0311759291220803,"Manhattan"
1,300,26,2018,"TSANG AND HO CORP.","23 ALLEN STREET",42450,"4",1001000,4463.193,0.0424075924075924,"Manhattan"
3,1071,2,2018,"19 FISKE PLACE HOUSIN","19 FISKE PLACE",150350,"2",2223000,18962.142,0.0676338281601439,"Brooklyn"
1,816,1301,2018,"THE OCULUS CONDOMINIU","50 WEST 15 STREET",10080,"2",437832,1271.2896,0.0230225291892781,"Manhattan"
3,5670,47,2018,"1379 REALTY LLC","1379 54 STREET",477250,"4",4505000,50178.065,0.105937846836848,"Brooklyn"
4,10155,16,2018,"BRAHA N.J. REALTY ASS","92-20 MERRICK BOULEVA",0,"4",864000,0,0,"Queens"
4,7371,1,2018,"A.P.S. HOLDING CORP.","212-10 48 AVENUE",28950,"4",911000,3043.803,0.0317782656421515,"Queens"
1,1248,37,2018,"302 W. 87TH ST., LLC","302 WEST 87 STREET",273000,"2",7920000,34430.76,0.034469696969697,"Manhattan"
4,4958,1,2018,"QP DEVELOPMENT CORPOR","35-11 PRINCE STREET",162900,"4",2662000,17127.306,0.0611945905334335,"Queens"
1,2134,1364,2018,"HEIGHTS HQ, LLC","779 RIVERSIDE DRIVE",17300,"4",194000,1818.922,0.0891752577319588,"Manhattan"
4,1898,4,2018,"A-1 ASPHALT REALTY LT","53-41 97 PLACE",40800,"4",1264000,4289.712,0.0322784810126582,"Queens"
1,1490,32,2018,"78/79 YORK ASSOCIATES","524 EAST 79 STREET",566000,"2",13480000,71383.92,0.0419881305637982,"Manhattan"
4,442,32,2018,"QUEENS MOST LTD.","43-44 21 STREET",54450,"4",1921000,5724.873,0.0283446121811556,"Queens"
1,1129,45,2018,"20 WEST 77TH STREET C","20 WEST 77 STREET",940850,"2",16207000,118660.002,0.058052076263343,"Manhattan"
4,10759,16,2018,"REMICA PROPERTY GROUP","213-10 JAMAICA AVENUE",51050,"4",669000,5367.397,0.0763079222720478,"Queens"
3,6345,38,2018,"8502 20TH AVENUE LLC","8502 20 AVENUE",29050,"4",1309000,3054.317,0.022192513368984,"Brooklyn"
3,2836,11,2018,"96 LOMBARDY STREET, L","96 LOMBARDY STREET",54700,"4",466000,5751.158,0.117381974248927,"Brooklyn"
4,5357,1,2018,"DORYLAION REALTY CO.","192-07 42 AVENUE",142900,"2",2062000,18022.548,0.0693016488845781,"Queens"
1,828,70,2018,"DEZER PROPERTIES 40 L","40 WEST 27 STREET",821550,"4",12759000,86377.767,0.064389842464143,"Manhattan"
4,2171,1,2018,"RENALI REALTY, L.L.C.","64-27 108 STREET",536300,"4",5414000,56386.582,0.0990579977835242,"Queens"
1,463,17,2018,"16 ST MARKS PLACE, LL","16 ST MARKS PLACE",0,"2",3022000,0,0,"Manhattan"
1,840,34,2018,"13 WEST 38 LLC","13 WEST 38 STREET",355450,"4",3901000,37372.013,0.0911176621379133,"Manhattan"
4,77,35,2018,"QUEENBEA 21-52 LLC","21-50 45 AVENUE",13200,"4",696000,1387.848,0.0189655172413793,"Queens"
1,179,66,2018,"139-141 FRANKLIN STRE","139 FRANKLIN STREET",727150,"4",10387000,76452.551,0.0700057764513334,"Manhattan"
4,2546,24,2018,"SKANSKA NE REALTY INC","46-36 54 ROAD",603300,"4",12674000,63430.962,0.0476013886697175,"Queens"
1,1271,17,2018,"CSMC 2007-C1 - 33 W 5","39 WEST 55 STREET",2036070,"4",19432000,214072.3998,0.104779230135858,"Manhattan"
2,3293,3,2018,"NEW GOLD EQUITIES COR","325 EAST KINGSBRIDGE",96750,"4",1515000,10172.295,0.0638613861386139,"Bronx"
1,1003,1003,2018,"EXECUTIVE PLAZA (1003","150 WEST 51 STREET",11362,"2",229538,1432.97544,0.0494994292883967,"Manhattan"
1,824,28,2018,"23RD STREET PROPERTIE","40 WEST 23 STREET",10543900,"4",234542000,1108585.646,0.0449552745350513,"Manhattan"
1,1243,28,2018,"CLEVELAND ARMS APARTM","205 WEST 95 STREET",337900,"2",9862000,42615.948,0.0342628270127763,"Manhattan"
2,2774,375,2018,"LEDO INC.","340 COSTER STREET",17700,"4",706000,1860.978,0.025070821529745,"Bronx"
4,9423,13,2018,"MIROSLAW KUCHTA","105-30 101 AVENUE",0,"4",413000,0,0,"Queens"
1,1440,18,2018,"339 E. 65TH LLC","339 EAST 65 STREET",50450,"2",2361000,6362.754,0.0213680643795002,"Manhattan"
1,809,82,2018,"VNO 431 SEVENTH AVENU","431 7 AVENUE",324400,"4",5832000,34107.416,0.0556241426611797,"Manhattan"
4,4678,27,2018,"WARREN KAGGEN","14-19 150 STREET",34750,"4",355000,3653.615,0.097887323943662,"Queens"
1,895,22,2018,"340 LEXINGTON GROUP L","340 LEXINGTON AVENUE",62100,"4",2338000,6529.194,0.0265611633875107,"Manhattan"
4,2666,46,2018,"RACHELLE A. KRIEGER G","56-44 59 STREET",26250,"4",725000,2759.925,0.0362068965517241,"Queens"
4,676,10,2018,"ASTORIA PROPERTIES CO","32-75 STEINWAY STREET",377450,"4",7561000,39685.093,0.0499206454172728,"Queens"
1,530,5,2018,"EM REAL ESTATE LLC","678 BROADWAY",204250,"4",7965000,21474.845,0.0256434400502197,"Manhattan"
4,1267,12,2018,"187 24TH STREET JACKS","34-14 81 STREET",142100,"2",1738000,17921.652,0.0817606444188723,"Queens"
4,3770,27,2018,"JAMRON PROPERTIES INC","74-08 METROPOLITAN AV",54550,"4",1199000,5735.387,0.0454962468723937,"Queens"
4,2672,85,2018,"58-22 MASPETH AVE LLC","58-22 MASPETH AVENUE",72550,"4",1079000,7627.907,0.0672381835032437,"Queens"
3,7224,128,2018,"LINCOLN CO-OPERATIVE","702 KATHLEEN PLACE",0,"2",3301000,0,0,"Brooklyn"
3,269,40,2018,"100 LIVINGSTON, LLC","100 LIVINGSTON STREET",87690,"4",3491000,9219.7266,0.0251188771125752,"Brooklyn"
1,1419,1001,2018,"EQUITY ONE (1225 2ND)","1225 2 AVENUE",446850,"4",17593000,46981.809,0.0253993065423748,"Manhattan"
1,1162,29,2018,"SHERMAN SQUARE REALTY","2039 BROADWAY",11516800,"2",143815000,1452498.816,0.0800806591801968,"Manhattan"
3,7193,10,2018,"JPMORGAN CHASE BANK N","290 AVENUE X",123550,"4",2719000,12990.047,0.0454394998161089,"Brooklyn"
1,834,39,2018,"320 FIFTH LLC D/B/A 3","320 5 AVENUE",1988500,"4",43530000,209070.89,0.0456811394440616,"Manhattan"
1,743,52,2018,"310 W. 20TH PARTNERS","310 WEST 20 STREET",102600,"2",3188000,12939.912,0.0321831869510665,"Manhattan"
2,2327,48,2018,"JPMORGAN CHASE BANK N","360 EAST 149 STREET",64100,"4",3698000,6739.474,0.0173336938885884,"Bronx"
4,601,1,2018,"CITYVIEW PLAZA, LLC","36-46 33 STREET",1028450,"4",29341000,108131.233,0.0350516342319621,"Queens"
1,1035,8,2018,"LATHAM FORTY-FOUR APA","347 WEST 44 STREET",151775,"2",2796000,19141.863,0.054282904148784,"Manhattan"
3,6346,68,2018,"CARRON REALTY LLC","2025 86 STREET",37750,"4",905000,3969.035,0.0417127071823204,"Brooklyn"
3,4760,27,2018,"1144 UTICA LLC","1140 UTICA AVENUE",0,"4",781000,0,0,"Brooklyn"
1,1055,16,2018,"45435 REALTY CO.","433 WEST 45 STREET",138850,"2",2853000,17511.762,0.0486680686996144,"Manhattan"
3,6330,68,2018,"CLZ EVERGREEN LLC","2123 84 STREET",11250,"2",1022000,1418.85,0.0110078277886497,"Brooklyn"
4,1275,35,2018,"MADISON AVENUE - 53RD","75-01 37 AVENUE",224950,"4",7311000,23651.243,0.0307687046915607,"Queens"
1,1422,19,2018,"STONE HOME LLC","229 EAST 67 STREET",231250,"2",3309000,29165.25,0.0698851616802659,"Manhattan"
1,934,20,2018,"KALIMIAN FIRST AVE.,","339 EAST 28 STREET",1001800,"2",28004000,126347.016,0.0357734609341523,"Manhattan"
3,7404,1,2018,"1900 TENANTS CORP","1900 AVENUE W",270900,"2",4302000,34165.908,0.0629707112970711,"Brooklyn"
3,2369,38,2018,"53 HOPE STREET LLC","67 HOPE STREET",0,"4",165000,0,0,"Brooklyn"
1,1455,1002,2018,"GAZIT HORIZONS BRIDGE","401 EAST 60 STREET",816050,"4",3346778,85799.497,0.243831529907272,"Manhattan"
1,1326,37,2018,"53RD GROUP ASSOCIATES","226 EAST 53 STREET",322800,"2",7384000,40711.536,0.0437161430119177,"Manhattan"
1,1439,23,2018,"PLUM ASSETS LLC","1185 1 AVENUE",340000,"2",15200000,42880.8,0.0223684210526316,"Manhattan"
1,1008,1601,2018,"GRASID REALTY, LLC","162 WEST 56 STREET",701000,"4",9180000,73703.14,0.0763616557734205,"Manhattan"
1,1094,40,2018,"ALCIDES REAL ESTATE L","610 WEST 47 STREET",73550,"4",1219000,7733.047,0.0603363412633306,"Manhattan"
3,1325,22,2018,"5580 REALTY LLC","580 EMPIRE BOULEVARD",225950,"2",5691000,28496.814,0.0397030398875417,"Brooklyn"
1,1590,44,2018,"SEVEN GRACIE SQUARE C","5 GRACIE SQUARE",765550,"2",21479000,96551.166,0.0356417896550119,"Manhattan"
1,1040,1004,2018,"THE RESIDENCES AT WOR","350 WEST 50 STREET",201,"4",7944,21.13314,0.0253021148036254,"Manhattan"
2,2724,190,2018,"FELDCO REALTY LLC","947 SOUTHERN BOULEVAR",108950,"4",9831000,11455.003,0.0110822907130506,"Bronx"
1,1043,1133,2018,"JEROME DUMOULIN","300 WEST 53 STREET",25319,"2",238140,3193.23228,0.106319811875367,"Manhattan"
1,1390,1157,2018,"54 LEONARD STREET COR","971 MADISON AVENUE",31573,"4",2559052,3319.58522,0.0123377719561775,"Manhattan"
3,254,81,2018,"150 REMSEN STREET LLC","142 REMSEN STREET",302280,"2",7583000,38123.5536,0.0398628511143347,"Brooklyn"
1,300,1,2018,"AMICUS ASSOCIATES","34 ELDRIDGE STREET",468300,"4",9054000,49237.062,0.0517229953611663,"Manhattan"
1,1329,1002,2018,"231-235 EAST 55TH STR","231 EAST 55 STREET",9028,"2",445830,1138.61136,0.0202498710270731,"Manhattan"
4,2264,1002,2018,"THE PINNACLE CONDOMIN","112-01 QUEENS BOULEVA",150550,"4",3279000,15828.827,0.0459133882281183,"Queens"
1,754,1,2018,"KANGA-ROO REALTY, LLC","363 WEST 30 STREET",896200,"2",18436000,113028.744,0.0486114124538946,"Manhattan"
3,140,1002,2018,"330 JAY STREET ASSOCI","330 JAY STREET",1000400,"4",37612000,105182.056,0.0265978942890567,"Brooklyn"
4,1696,41,2018,"LKM ENTERPRISES INC","101-03 NORTHERN BOULE",6600,"4",246000,693.924,0.0268292682926829,"Queens"
2,4833,28,2018,"NYSANDY4 NBP23 LLC","655 EAST 230 STREET",278950,"2",3231000,35181.174,0.0863354998452491,"Bronx"
1,738,68,2018,"WEST 15 STREET ASSOCI","352 WEST 15 STREET",302350,"2",6364000,38132.382,0.0475094280326838,"Manhattan"
1,1345,5,2018,"301-52 TOWNHOUSE CORP","301 EAST 52 STREET",373610,"2",7590000,47119.6932,0.0492239789196311,"Manhattan"
1,1547,15,2018,"333 EAST 84TH ST. LLC","333 EAST 84 STREET",200750,"2",6735000,25318.59,0.0298069784706756,"Manhattan"
1,1570,12,2018,"417 EAST 90TH STREET","417 EAST 90 STREET",157200,"2",10916000,19826.064,0.0144008794430194,"Manhattan"
3,5099,35,2018,"91-95 EAST 18 PROPERT","91 EAST 18 STREET",74600,"2",1248000,9408.552,0.059775641025641,"Brooklyn"
2,5034,28,2018,"CARPENTER REALTY LLC","4305 CARPENTER AVENUE",72800,"2",1984000,9181.536,0.0366935483870968,"Bronx"
3,1282,39,2018,"MURRAY SALTZMAN REVOC","1188 PRESIDENT STREET",20000,"4",7e+05,2102.8,0.0285714285714286,"Brooklyn"
4,7934,1,2018,"CAPITAL ONE, N.A.","233-15 HILLSIDE AVENU",165800,"4",1392000,17432.212,0.119109195402299,"Queens"
2,2769,161,2018,"CITIBANK, N.A.","550 HUNTS POINT AVENU",40800,"4",924000,4289.712,0.0441558441558442,"Bronx"
2,2771,165,2018,"POINT H. REALTY CORP.","1230 OAK POINT AVENUE",25050,"4",889000,2633.757,0.028177727784027,"Bronx"
2,5141,1135,2018,"CITY BAY PLAZA, LLC","350 BAYCHESTER AVENUE",786000,"4",15120000,82640.04,0.051984126984127,"Bronx"
1,778,43,2018,"SUPER NOVA 330 LLC","330 7 AVENUE",1480800,"4",65624000,155691.312,0.0225649152748994,"Manhattan"
1,2118,43,2018,"AMSTERDAM 159 LLC","509 WEST 159 STREET",49650,"2",2177000,6261.858,0.0228066146072577,"Manhattan"
4,3497,12,2018,"SLAVICA STOJSAVLJEVIC","59-06 FOREST AVENUE",136150,"2",1727000,17171.238,0.0788361320208454,"Queens"
3,1715,1207,2018,"BEDFORD PALACE CONDOM","456 FLUSHING AVENUE",11726,"2",200440,1478.88312,0.0585012971462782,"Brooklyn"
4,570,1201,2018,"ALMALFI CONDOMINIUM","23-25 31 AVENUE",4743,"2",117943,598.18716,0.0402143408256531,"Queens"
1,462,35,2018,"225 EAST 6TH LLC","223 EAST 6 STREET",360100,"2",20578000,45415.812,0.0174992710661872,"Manhattan"
4,6862,327,2018,"ARLINGTON BENSON DOWD","83-07 PARSONS BOULEVA",35650,"4",457000,3748.241,0.0780087527352298,"Queens"
1,353,1002,2018,"THE BLUE CONDOMINIUM","103 NORFOLK STREET",4808,"2",356183,606.38496,0.0134986790498143,"Manhattan"
1,75,21,2018,"40 FULTON STREET, LLC","40 FULTON STREET",0,"4",39035000,0,0,"Manhattan"
1,1870,43,2018,"200 - 230 W. 99 REALT","2616 BROADWAY",408350,"2",6943000,51501.102,0.0588146334437563,"Manhattan"
3,6548,20,2018,"NSC WHOLESALE HOLDING","2232 59 STREET",0,"4",2534000,0,0,"Brooklyn"
1,1117,1101,2018,"48-50 WEST 65TH STREE","43 WEST 64 STREET",660479,"4",7596420,69442.76206,0.0869460877623933,"Manhattan"
3,1472,25,2018,"FRANCES & GERHARD CAR","1894 STERLING PLACE",37200,"4",616000,3911.208,0.0603896103896104,"Brooklyn"
1,1028,33,2018,"RP/FEIL 57 LLC","894 7 AVENUE",3645000,"4",85980000,383235.3,0.0423935799023029,"Manhattan"
2,2782,104,2018,"364 BAAL LLC","364 EAST 170 STREET",58100,"2",2738000,7327.572,0.0212198685171658,"Bronx"
2,5655,112,2018,"4300 BOSTON ROAD LLC","4300 BOSTON ROAD",62350,"4",783000,6555.479,0.0796296296296296,"Bronx"
4,13621,11,2018,"SCHIANO ROSEDALE REAL","138-27 247 STREET",21960,"4",970000,2308.8744,0.022639175257732,"Queens"
1,1237,1102,2018,"M & N 90TH STREET REA","250 WEST 90 STREET",95446,"4",867658,10035.19244,0.110004172150778,"Manhattan"
1,564,1,2018,"31 EAST 12TH STREET O","31 EAST 12 STREET",589850,"2",19533000,74391.882,0.0301976142937593,"Manhattan"
2,3805,30,2018,"CHESCO REALTY CORP.","2058 WESTCHESTER AVEN",9200,"4",236000,967.288,0.0389830508474576,"Bronx"
3,154,14,2018,"HENRY MODELL & COMPAN","366 FULTON STREET",290900,"4",2702000,30585.226,0.107660991857883,"Brooklyn"
3,866,7,2018,"PIN AN REALTY LLC","5907 7 AVENUE",71700,"4",826000,7538.538,0.0868038740920097,"Brooklyn"
4,1291,25,2018,"37-40 81ST STREET, LL","37-36 81 STREET",67300,"2",2894000,8487.876,0.0232550103662751,"Queens"
4,3257,1001,2018,"QUEENS WINDSOR, LLC","107-24 71 ROAD",1224090,"4",6895000,128700.8226,0.177532994923858,"Queens"
1,1284,12,2018,"R.L.C. PROPERTIES, IN","17 EAST 48 STREET",1200450,"4",8001000,126215.313,0.150037495313086,"Manhattan"
1,2054,82,2018,"66 ST. NICHOLAS PLACE","66 ST NICHOLAS PLACE",601600,"2",8448000,75873.792,0.0712121212121212,"Manhattan"
3,5190,75,2018,"2505 BEDFORD 2015 LLC","2505 BEDFORD AVENUE",185450,"2",3601000,23388.954,0.0514995834490419,"Brooklyn"
4,2903,4,2018,"TAESOO KIM","82-10 GRAND AVENUE",31950,"4",571000,3359.223,0.055954465849387,"Queens"
1,792,63,2018,"THE SHELLEY & DONALD","148 WEST 17 STREET",0,"2",2787000,0,0,"Manhattan"
1,798,1501,2018,"THE 133 WEST 22ND STR","133 WEST 22 STREET",13755,"2",426146,1734.7806,0.0322776700942869,"Manhattan"
1,858,32,2018,"41 EAST 28TH ST. APAR","41 EAST 28 STREET",129400,"2",6232000,16319.928,0.0207637997432606,"Manhattan"
3,5820,28,2018,"664 64TH STREET REALT","648 64 STREET",66150,"4",1187000,6955.011,0.0557287278854254,"Brooklyn"
4,3725,44,2018,"LPL PROPERTIES INC.","11-27 IRVING AVENUE",65450,"4",301000,6881.413,0.217441860465116,"Queens"
4,7912,30,2018,"NEW YORK COMMUNITY BA","UNION TURNPIKE",0,"4",353000,0,0,"Queens"
2,2601,20,2018,"MIDWAY ELECTRIC HOLDI","470 AUSTIN PLACE",124000,"4",1180000,13037.36,0.105084745762712,"Bronx"
3,456,1,2018,"VJN REAL ESTATE CORP.","27 DENTON PLACE",53850,"4",1453000,5661.789,0.0370612525808672,"Brooklyn"
3,2663,1,2018,"LIN'S UNITED CORP.","345 NASSAU AVENUE",21400,"4",812000,2249.996,0.0263546798029557,"Brooklyn"
1,1469,1002,2018,"SOYBEAN PARKING, LLC","401 EAST 74 STREET",118750,"4",3375000,12485.375,0.0351851851851852,"Manhattan"
4,1855,1001,2018,"EMPRESS ELENA CONDOMI","53-11 90 STREET",4050,"2",100658,510.786,0.0402352520415665,"Queens"
1,806,6,2018,"151 WEST 30TH STREET","151 WEST 30 STREET",1053250,"4",22385000,110738.705,0.0470515970515971,"Manhattan"
4,6855,31,2018,"AUTOZONE NORTHEAST, I","160-06 UNION TURNPIKE",48300,"4",654000,5078.262,0.0738532110091743,"Queens"
4,655,40,2018,"3720 BROADWAY LLC","37-20 BROADWAY",37900,"4",862000,3984.806,0.0439675174013921,"Queens"
2,2347,4,2018,"564 WALTON REALTY LLC","564 WALTON AVENUE",50100,"4",578000,5267.514,0.0866782006920415,"Bronx"
3,6340,51,2018,"AUTOZONE DEVELOPMENT","1465 86 STREET",0,"4",191000,0,0,"Brooklyn"
1,1058,29,2018,"WOODLAND REALTY ASSOC","701 9 AVENUE",131850,"2",2893000,16628.922,0.0455755271344625,"Manhattan"
4,7474,16,2018,"YOUR BURGERS, INC. (B","222-10 NORTHERN BOULE",187500,"4",2910000,19713.75,0.0644329896907216,"Queens"
1,575,77,2018,"CHARLES ALPERT","55 WEST 11 STREET",256000,"2",17680000,32286.72,0.0144796380090498,"Manhattan"
4,9756,60,2018,"GREATER JAMAICA DEVEL","159-17 JAMAICA AVENUE",60550,"4",2799000,6366.227,0.021632725973562,"Queens"
4,1604,53,2018,"94-56 CORONA LLC","94-63 CORONA AVENUE",29050,"4",439000,3054.317,0.0661731207289294,"Queens"
4,4971,59,2018,"SHY LLC","36-58 MAIN STREET",1353050,"4",9249000,142259.677,0.146291490971997,"Queens"
1,2001,120,2018,"EDISON MINI STORAGE I","2341 12 AVENUE",770300,"4",9934000,80989.342,0.0775417757197503,"Manhattan"
1,1505,44,2018,"GUARDSMAN TENANTS COR","64 EAST 94 STREET",244200,"2",9876000,30798.504,0.024726609963548,"Manhattan"
4,3561,10,2018,"ROBBIE INGUI","887 CYPRESS AVENUE",6650,"4",287000,699.181,0.0231707317073171,"Queens"
4,542,5,2018,"NEWTOWN 1 LLC","22-14 ASTORIA BOULEVA",305700,"2",3346000,38554.884,0.0913628212791393,"Queens"
1,1543,8,2018,"GRAND REALTY CORP.","311 EAST 80 STREET",269800,"2",3444000,34027.176,0.0783391405342625,"Manhattan"
1,1550,1001,2018,"360 EAST 88TH STREET","360 EAST 88 STREET",141550,"4",2909000,14882.567,0.0486593331041595,"Manhattan"
1,1518,44,2018,"164-166 EAST 90TH STR","166 EAST 90 STREET",61200,"2",2926000,7718.544,0.0209159261790841,"Manhattan"
1,140,5,2018,"ALMARK HOLDING CO.","121 READE STREET",1099250,"2",46665000,138637.41,0.0235561984356584,"Manhattan"
3,8119,1,2018,"NEW ASSOCIATES, LLC","844 EAST 94 STREET",12000,"4",460000,1261.68,0.0260869565217391,"Brooklyn"
4,4946,1010,2018,"SU & YANG INC","33-70 PRINCE STREET",30328,"4",420729,3188.68592,0.0720844058764668,"Queens"
1,408,28,2018,"EMPIRE 326 GRAND LLC","324 GRAND STREET",588450,"2",6641000,74215.314,0.088608643276615,"Manhattan"
4,3078,65,2018,"REGO REALTY LLC","62-65 SAUNDERS STREET",829900,"2",10542000,104666.988,0.0787232024283817,"Queens"
4,9619,12,2018,"DIVINE INVESTORS, LLC","140-18 QUEENS BOULEVA",302550,"4",2839000,31810.107,0.106569214512152,"Queens"
3,8470,143,2018,"KIOP MILL BASIN L.P.","5702 AVENUE U",293300,"4",21174000,30837.562,0.0138518938320582,"Brooklyn"
1,1494,41,2018,"66 E. 83 ST. OWNERS C","68 EAST 83 STREET",260600,"2",3968000,32866.872,0.0656754032258065,"Manhattan"
1,789,43,2018,"558 SEVENTH AVE CORP,","558 7 AVENUE",682000,"4",15160000,71705.48,0.0449868073878628,"Manhattan"
1,1167,1,2018,"320 OWNERS CORP.","320 WEST END AVENUE",870450,"2",16841000,109781.154,0.0516863606674188,"Manhattan"
2,3078,16,2018,"A.M.E.T.Z. CORP.","608 EAST FORDHAM ROAD",97850,"4",1373000,10287.949,0.0712672978878369,"Bronx"
3,2011,38,2018,"WAVERLY 508 LLC","508 WAVERLY AVENUE",14750,"4",355000,1550.815,0.0415492957746479,"Brooklyn"
3,483,20,2018,"539 SMITH STREET REAL","539 SMITH STREET",56550,"4",1085000,5945.667,0.0521198156682028,"Brooklyn"
1,1298,40,2018,"ESTATE OF SOL GOLDMAN","700 3 AVENUE",414900,"4",7922000,43622.586,0.0523731380964403,"Manhattan"
1,1580,15,2018,"AMO ASSOCIATES, L.L.C","523 EAST 83 STREET",96870,"2",3032000,12217.2444,0.0319492084432718,"Manhattan"
1,717,1101,2018,"CHATHAM IN CHELSEA CO","445 WEST 19 STREET",13980,"2",204058,1763.1576,0.0685099334502935,"Manhattan"
4,9985,95,2018,"NINO SHMARIAHU","145-16 JAMAICA AVENUE",47900,"4",612000,5036.206,0.0782679738562091,"Queens"
1,1150,35,2018,"NYC 7900 HOLDINGS LLC","102 WEST 79 STREET",367067,"2",8271000,46294.49004,0.0443800024180873,"Manhattan"
1,862,1101,2018,"TANG'S REALTY, INC.","14 EAST 33 STREET",126950,"4",3371000,13347.523,0.0376594482349451,"Manhattan"
3,1406,37,2018,"1544-48 PROPERTIES LL","1544 PRESIDENT STREET",83850,"2",2173000,10575.162,0.0385872066267832,"Brooklyn"
1,1066,5,2018,"449 WEST 56TH ASSOCIA","449 WEST 56 STREET",106210,"2",3937000,13395.2052,0.0269773939547879,"Manhattan"
3,7238,49,2018,"2620 OCEAN OWNERS COR","2620 OCEAN PARKWAY",316050,"2",6369000,39860.226,0.0496231747527084,"Brooklyn"
1,830,74,2018,"FLOWER TENANTS CORP.","46 WEST 29 STREET",456050,"2",17169000,57517.026,0.0265624089929524,"Manhattan"
